学号,专业,生源所在地,性别,学位性质,民族,政治面貌,出入日期,年级,分数1,分数2,分数3
357,法学,黑龙江省,女,本科,汉族,共青团员,19880122 ,2005,98,67,89
358,法学,浙江省,女,本科,汉族,共青团员,19880209 ,2005,59,92,92
359,法学,广东省,女,本科,汉族,共青团员,19861228 ,2005,59,55,77
360,法学,四川省,女,本科,汉族,共青团员,19870113 ,2005,64,67,83
361,法学,北京市,女,本科,汉族,共青团员,19870927 ,2005,58,82,94
362,法学,北京市,女,本科,汉族,群众,19861102 ,2005,98,58,67
363,法学,天津市,女,本科,汉族,共青团员,19870507 ,2005,59,79,72
364,法学,河北省,女,本科,汉族,共青团员,19861010 ,2005,60,93,72
365,法学,云南省,女,本科,哈尼族,共青团员,19870823 ,2005,75,85,70
366,法学,山西省,女,本科,汉族,共青团员,19860614 ,2005,61,66,75
367,法学,辽宁省,女,本科,满族,共青团员,19861115 ,2005,60,63,66
368,法学,青海省,女,本科,汉族,共青团员,19870105 ,2005,95,57,66
369,法学,北京市,女,本科,汉族,共青团员,19860104 ,2005,60,87,76
370,法学,内蒙古自治区,女,本科,蒙古族,共青团员,19870227 ,2005,63,71,73
371,法学,安徽省,女,本科,汉族,共青团员,19871224 ,2005,80,90,70
372,法学,广东省,女,本科,汉族,共青团员,19870409 ,2005,97,83,68
373,法学,广西壮族自治区,女,本科,汉族,共青团员,19870131 ,2005,52,89,68
374,法学,海南省,女,本科,汉族,共青团员,19860528 ,2005,72,72,71
375,法学,福建省,女,本科,汉族,共青团员,19860530 ,2005,57,69,86
376,法学,湖南省,女,本科,汉族,共青团员,19870924 ,2005,84,90,83
377,法学,湖北省,女,本科,汉族,共青团员,19870228 ,2005,68,62,78
378,法学,江苏省,女,本科,汉族,共青团员,19870323 ,2005,50,70,74
379,法学,北京市,女,本科,汉族,共青团员,19841110 ,2005,85,95,66
380,法学,北京市,女,本科,汉族,共青团员,19850311 ,2005,85,92,74
381,法学,安徽省,男,本科,汉族,共青团员,19890926 ,2006,60,94,74
382,法学,北京市,男,本科,汉族,共青团员,19871017 ,2006,97,79,84
383,法学,福建省,男,本科,汉族,共青团员,19870927 ,2006,52,69,74
384,法学,河南省,男,本科,汉族,共青团员,19870716 ,2006,80,73,88
385,法学,黑龙江省,男,本科,汉族,共青团员,19870614 ,2006,60,94,72
386,法学,湖南省,男,本科,汉族,共青团员,19880723 ,2006,66,67,72
387,法学,内蒙古自治区,男,本科,汉族,共青团员,19880820 ,2006,95,66,71
388,法学,山东省,男,本科,汉族,共青团员,19880209 ,2006,55,93,85
389,法学,四川省,男,本科,汉族,共青团员,19870924 ,2006,89,88,88
390,法学,新疆维吾尔自治区,男,本科,汉族,共青团员,19870720 ,2006,70,91,70
391,法学（预科）,宁夏回族自治区,男,本科,回族,共青团员,19860913 ,2006,61,77,69
392,法学（预科）,新疆维吾尔自治区,男,本科,维吾尔族,共青团员,19860222 ,2006,91,61,92
393,法学,江苏省,男,本科,汉族,群众,19880423 ,2006,66,91,70
394,法学,浙江省,男,本科,汉族,中共预备党员,19870614 ,2006,66,77,69
395,法学,广东省,男,本科,汉族,共青团员,19860518 ,2006,69,94,77
396,法学,安徽省,女,本科,汉族,共青团员,19880905 ,2006,81,59,74
397,法学,北京市,女,本科,汉族,共青团员,19881123 ,2006,83,74,95
398,法学,北京市,女,本科,汉族,共青团员,19880820 ,2006,74,79,79
399,法学,福建省,女,本科,回族,共青团员,19880103 ,2006,83,72,71
400,法学,广西壮族自治区,女,本科,壮族,共青团员,19871101 ,2006,88,79,71
401,法学,河北省,女,本科,汉族,共青团员,19880716 ,2006,95,73,67
402,法学,河南省,女,本科,汉族,共青团员,19881024 ,2006,93,85,71
403,法学,黑龙江省,女,本科,汉族,共青团员,19880505 ,2006,50,56,76
404,法学,湖南省,女,本科,土家族,共青团员,19870603 ,2006,95,88,90
405,法学,吉林省,女,本科,汉族,共青团员,19870704 ,2006,56,55,83
406,法学,江苏省,女,本科,汉族,共青团员,19870730 ,2006,62,65,72
407,法学,辽宁省,女,本科,汉族,共青团员,19880129 ,2006,95,90,87
408,法学,内蒙古自治区,女,本科,蒙古族,共青团员,19881208 ,2006,72,92,77
409,法学,山东省,女,本科,汉族,共青团员,19870415 ,2006,82,88,79
410,法学,山东省,女,本科,汉族,共青团员,19871126 ,2006,68,83,87
411,法学,上海市,女,本科,汉族,共青团员,19881020 ,2006,62,57,69
412,法学,新疆维吾尔自治区,女,本科,回族,共青团员,19861219 ,2006,61,82,79
413,法学,浙江省,女,本科,汉族,共青团员,19890104 ,2006,97,62,69
414,法学,重庆市,女,本科,土家族,共青团员,19880222 ,2006,84,94,84
415,法学（预科）,宁夏回族自治区,女,本科,回族,共青团员,19880520 ,2006,63,88,76
416,法学（预科）,四川省,女,本科,藏族,共青团员,19870913 ,2006,82,73,95
417,法学（预科）,新疆维吾尔自治区,女,本科,维吾尔族,共青团员,19860909 ,2006,65,77,65
418,法学,广东省,女,本科,汉族,共青团员,19880415 ,2006,53,62,93
419,法学,四川省,女,本科,汉族,共青团员,19880830 ,2006,77,65,78
420,法学,安徽省,男,本科,汉族,共青团员,19871103 ,2006,86,57,93
421,法学,北京市,男,本科,汉族,共青团员,19871120 ,2006,63,64,88
422,法学,甘肃省,男,本科,汉族,共青团员,19880514 ,2006,51,91,69
423,法学,河北省,男,本科,汉族,共青团员,19860801 ,2006,51,90,85
424,法学,河南省,男,本科,汉族,共青团员,19870810 ,2006,50,88,84
425,法学,北京市,男,本科,满族,共青团员,19870923 ,2006,64,94,68
426,法学,内蒙古自治区,男,本科,蒙古族,共青团员,19890228 ,2006,65,62,93
427,法学,山西省,男,本科,汉族,共青团员,19870314 ,2006,96,91,91
428,法学,四川省,男,本科,汉族,共青团员,19880408 ,2006,87,59,89
429,法学,云南省,男,本科,汉族,共青团员,19901001 ,2006,98,74,77
430,法学,重庆市,男,本科,汉族,共青团员,19880108 ,2006,68,69,71
431,法学（预科）,新疆维吾尔自治区,男,本科,哈萨克族,共青团员,19841120 ,2006,98,81,78
432,法学,黑龙江省,男,本科,汉族,中共预备党员,19860519 ,2006,64,70,70
433,法学,广东省,男,本科,汉族,共青团员,19880223 ,2006,81,79,73
434,法学,安徽省,女,本科,汉族,共青团员,19890119 ,2006,51,64,68
435,法学,北京市,女,本科,壮族,共青团员,19861117 ,2006,89,65,71
436,法学,北京市,女,本科,汉族,共青团员,19881116 ,2006,52,91,93
437,法学,福建省,女,本科,汉族,共青团员,19880117 ,2006,85,82,82
438,法学,广西壮族自治区,女,本科,汉族,共青团员,19870720 ,2006,78,82,86
439,法学,河北省,女,本科,汉族,共青团员,19870926 ,2006,69,90,68
440,法学,河南省,女,本科,汉族,共青团员,19860515 ,2006,90,82,85
441,法学,黑龙江省,女,本科,汉族,共青团员,19871206 ,2006,90,68,73
442,法学,湖南省,女,本科,汉族,共青团员,19880103 ,2006,88,90,76
443,法学,吉林省,女,本科,朝鲜族,共青团员,19880805 ,2006,84,66,82
444,法学,江苏省,女,本科,汉族,共青团员,19890723 ,2006,66,62,69
445,法学,辽宁省,女,本科,蒙古族,共青团员,19870317 ,2006,72,75,78
446,法学,内蒙古自治区,女,本科,汉族,共青团员,19870428 ,2006,56,80,83
447,法学,山东省,女,本科,汉族,共青团员,19880319 ,2006,76,78,66
448,法学,四川省,女,本科,汉族,共青团员,19880309 ,2006,55,87,84
449,法学,天津市,女,本科,汉族,共青团员,19871222 ,2006,73,68,72
450,法学,新疆维吾尔自治区,女,本科,汉族,共青团员,19880909 ,2006,73,92,89
451,法学,浙江省,女,本科,汉族,共青团员,19860708 ,2006,68,92,75
452,法学,重庆市,女,本科,汉族,共青团员,19871213 ,2006,62,74,81
453,法学（预科）,宁夏回族自治区,女,本科,回族,共青团员,19860802 ,2006,53,78,76
454,法学（预科）,四川省,女,本科,羌族,共青团员,19870618 ,2006,55,71,87
455,法学（预科）,新疆维吾尔自治区,女,本科,维吾尔族,共青团员,19851221 ,2006,53,59,84
456,法学,广东省,女,本科,汉族,共青团员,19880229 ,2006,97,57,80
457,法学,山东省,女,本科,汉族,共青团员,19870824 ,2006,96,60,88
458,法学,北京市,男,本科,汉族,共青团员,19880813 ,2006,55,83,68
459,法学,北京市,男,本科,汉族,共青团员,19880722 ,2006,66,79,89
460,法学,甘肃省,男,本科,汉族,共青团员,19880125 ,2006,97,85,75
461,法学,河北省,男,本科,汉族,共青团员,19860406 ,2006,80,94,89
462,法学,河南省,男,本科,汉族,共青团员,19870814 ,2006,69,94,77
463,法学,黑龙江省,男,本科,汉族,共青团员,19871011 ,2006,70,64,87
464,法学,江西省,男,本科,汉族,共青团员,19871103 ,2006,62,79,83
465,法学,宁夏回族自治区,男,本科,汉族,共青团员,19860929 ,2006,71,58,86
466,法学,山西省,男,本科,汉族,共青团员,19871024 ,2006,58,66,83
467,法学,四川省,男,本科,汉族,共青团员,19871016 ,2006,59,60,79
468,法学,云南省,男,本科,汉族,共青团员,19880521 ,2006,84,69,68
469,法学,重庆市,男,本科,汉族,共青团员,19870901 ,2006,74,72,71
470,法学（预科）,内蒙古自治区,男,本科,达斡尔族,共青团员,19850228 ,2006,59,73,74
471,法学（预科）,新疆维吾尔自治区,男,本科,维吾尔族,共青团员,19860302 ,2006,84,57,68
472,法学,湖南省,男,本科,汉族,群众,19870116 ,2006,78,63,77
473,法学（预科）,宁夏回族自治区,男,本科,回族,群众,19860627 ,2006,69,70,84
474,法学,广东省,男,本科,汉族,共青团员,19880214 ,2006,71,84,73
475,法学,四川省,女,本科,汉族,中共预备党员,19860830 ,2006,51,63,71
476,法学,安徽省,女,本科,汉族,共青团员,19870420 ,2006,77,83,85
477,法学,北京市,女,本科,汉族,共青团员,19880416 ,2006,88,60,67
478,法学,北京市,女,本科,汉族,共青团员,19871107 ,2006,67,71,88
479,法学,福建省,女,本科,汉族,共青团员,19881212 ,2006,68,86,73
480,法学,广西壮族自治区,女,本科,汉族,共青团员,19870613 ,2006,70,64,76
481,法学,河北省,女,本科,汉族,共青团员,19870606 ,2006,70,95,95
482,法学,河南省,女,本科,汉族,共青团员,19880715 ,2006,75,82,93
483,法学,黑龙江省,女,本科,汉族,共青团员,19881128 ,2006,52,93,75
484,法学,湖南省,女,本科,汉族,共青团员,19880209 ,2006,54,92,76
485,法学,吉林省,女,本科,汉族,共青团员,19870524 ,2006,54,75,93
486,法学,江苏省,女,本科,汉族,共青团员,19870513 ,2006,51,84,76
487,法学,辽宁省,女,本科,汉族,共青团员,19880129 ,2006,72,63,76
488,法学,内蒙古自治区,女,本科,汉族,共青团员,19880204 ,2006,74,84,94
489,法学,山东省,女,本科,汉族,共青团员,19880318 ,2006,93,78,76
490,法学,山西省,女,本科,汉族,共青团员,19891229 ,2006,67,78,88
491,法学,天津市,女,本科,汉族,共青团员,19891219 ,2006,84,84,85
492,法学,新疆维吾尔自治区,女,本科,汉族,共青团员,19880425 ,2006,52,62,94
493,法学,浙江省,女,本科,汉族,共青团员,19881004 ,2006,78,92,83
494,法学（预科）,四川省,女,本科,藏族,共青团员,19870725 ,2006,62,81,70
495,法学（预科）,新疆维吾尔自治区,女,本科,维吾尔族,共青团员,19860610 ,2006,57,79,91
496,法学（预科）,新疆维吾尔自治区,女,本科,维吾尔族,共青团员,19830116 ,2006,92,78,85
497,法学,广东省,女,本科,汉族,共青团员,19861228 ,2006,86,85,85
498,法学,北京市,男,本科,汉族,共青团员,19880727 ,2006,93,85,87
499,法学,北京市,男,本科,汉族,共青团员,19880801 ,2006,58,89,89
500,法学,甘肃省,男,本科,汉族,共青团员,19881116 ,2006,65,78,89
501,法学,广西壮族自治区,男,本科,汉族,共青团员,19860315 ,2006,61,71,94
502,法学,河北省,男,本科,汉族,共青团员,19870209 ,2006,79,87,69
503,法学,河南省,男,本科,汉族,共青团员,19850910 ,2006,79,71,85
504,法学,湖北省,男,本科,汉族,共青团员,19890928 ,2006,92,80,69
505,法学,吉林省,男,本科,汉族,共青团员,19870821 ,2006,85,55,83
506,法学,江西省,男,本科,汉族,共青团员,19880417 ,2006,74,57,79
507,法学,山西省,男,本科,汉族,共青团员,19871216 ,2006,89,90,94
508,法学,四川省,男,本科,汉族,共青团员,19881023 ,2006,86,70,75
509,法学,浙江省,男,本科,汉族,共青团员,19880122 ,2006,96,60,93
510,法学,重庆市,男,本科,汉族,共青团员,19871112 ,2006,56,56,81
511,法学（预科）,内蒙古自治区,男,本科,蒙古族,共青团员,19870205 ,2006,54,80,71
512,法学（预科）,宁夏回族自治区,男,本科,回族,共青团员,19850607 ,2006,76,85,93
513,法学,宁夏回族自治区,男,本科,汉族,群众,19881101 ,2006,94,76,72
514,法学,北京市,女,本科,汉族,共青团员,19871116 ,2006,68,93,75
515,法学,北京市,女,本科,汉族,共青团员,19881105 ,2006,54,83,69
516,法学,北京市,女,本科,汉族,共青团员,19880929 ,2006,54,61,76
517,法学,福建省,女,本科,汉族,共青团员,19880327 ,2006,87,67,73
518,法学,贵州省,女,本科,汉族,共青团员,19871026 ,2006,86,80,83
519,法学,河北省,女,本科,蒙古族,共青团员,19871017 ,2006,86,72,94
520,法学,河南省,女,本科,汉族,共青团员,19880320 ,2006,51,56,90
521,法学,湖北省,女,本科,汉族,共青团员,19870804 ,2006,55,61,75
522,法学,湖南省,女,本科,汉族,共青团员,19880717 ,2006,50,90,94
523,法学,吉林省,女,本科,汉族,共青团员,19881107 ,2006,59,72,66
524,法学,江苏省,女,本科,汉族,共青团员,19880817 ,2006,83,83,69
525,法学,辽宁省,女,本科,汉族,共青团员,19870524 ,2006,51,81,77
526,法学,宁夏回族自治区,女,本科,汉族,共青团员,19870826 ,2006,85,57,67
527,法学,山东省,女,本科,汉族,共青团员,19870711 ,2006,56,89,84
528,法学,山西省,女,本科,汉族,共青团员,19871030 ,2006,62,58,69
529,法学,四川省,女,本科,汉族,共青团员,19870830 ,2006,75,58,84
530,法学,天津市,女,本科,汉族,共青团员,19891017 ,2006,79,82,87
531,法学,浙江省,女,本科,汉族,共青团员,19870401 ,2006,91,86,85
532,法学（预科）,内蒙古自治区,女,本科,蒙古族,共青团员,19850517 ,2006,72,66,85
533,法学（预科）,四川省,女,本科,彝族,共青团员,19861026 ,2006,94,78,80
534,法学（预科）,新疆维吾尔自治区,女,本科,柯尔克孜族,共青团员,19860105 ,2006,84,58,78
535,法学（预科）,新疆维吾尔自治区,女,本科,哈萨克族,共青团员,19840710 ,2006,70,78,82
536,法学,新疆维吾尔自治区,女,本科,汉族,中共预备党员,19850601 ,2006,57,90,66
537,法学,广东省,女,本科,汉族,共青团员,19870815 ,2006,82,59,65
538,法学,北京市,男,本科,汉族,共青团员,19880420 ,2006,96,77,79
539,法学,福建省,男,本科,汉族,共青团员,19860918 ,2006,64,67,74
540,法学,甘肃省,男,本科,汉族,共青团员,19870815 ,2006,92,73,70
541,法学,广西壮族自治区,男,本科,壮族,共青团员,19870905 ,2006,95,84,91
542,法学,河北省,男,本科,汉族,共青团员,19851116 ,2006,75,57,86
543,法学,河南省,男,本科,汉族,共青团员,19871023 ,2006,80,69,66
544,法学,湖北省,男,本科,汉族,共青团员,19870621 ,2006,96,70,67
545,法学,江苏省,男,本科,汉族,共青团员,19890121 ,2006,61,71,79
546,法学,江西省,男,本科,汉族,共青团员,19900410 ,2006,74,60,88
547,法学,陕西省,男,本科,汉族,共青团员,19860701 ,2006,58,84,68
548,法学,浙江省,男,本科,汉族,共青团员,19880716 ,2006,51,95,93
549,法学,重庆市,男,本科,汉族,共青团员,19871125 ,2006,52,75,70
550,法学（预科）,内蒙古自治区,男,本科,蒙古族,共青团员,19831009 ,2006,70,91,86
551,法学（预科）,四川省,男,本科,彝族,共青团员,19860805 ,2006,87,60,78
552,法学,青海省,男,本科,汉族,群众,19881028 ,2006,72,58,88
553,法学,四川省,男,本科,汉族,群众,19870225 ,2006,81,56,76
554,法学,山东省,女,本科,汉族,中共预备党员,19880703 ,2006,89,84,94
555,法学,北京市,女,本科,汉族,共青团员,19880406 ,2006,73,65,83
556,法学,北京市,女,本科,汉族,共青团员,19871112 ,2006,55,72,82
557,法学,北京市,女,本科,汉族,共青团员,19870906 ,2006,72,74,83
558,法学,福建省,女,本科,汉族,共青团员,19890305 ,2006,65,59,70
559,法学,贵州省,女,本科,汉族,共青团员,19880518 ,2006,93,58,93
560,法学,河北省,女,本科,汉族,共青团员,19890214 ,2006,63,63,66
561,法学,河南省,女,本科,汉族,共青团员,19870519 ,2006,57,68,66
562,法学,湖北省,女,本科,汉族,共青团员,19880316 ,2006,63,69,86
563,法学,湖南省,女,本科,汉族,共青团员,19890416 ,2006,95,80,90
564,法学,吉林省,女,本科,朝鲜族,共青团员,19880717 ,2006,62,80,74
565,法学,江苏省,女,本科,汉族,共青团员,19870930 ,2006,96,84,79
566,法学,辽宁省,女,本科,汉族,共青团员,19871209 ,2006,68,94,90
567,法学,宁夏回族自治区,女,本科,回族,共青团员,19890828 ,2006,72,67,89
568,法学,山西省,女,本科,汉族,共青团员,19860625 ,2006,76,67,78
569,法学,四川省,女,本科,汉族,共青团员,19880910 ,2006,70,64,66
570,法学,天津市,女,本科,汉族,共青团员,19871106 ,2006,62,84,81
571,法学,云南省,女,本科,汉族,共青团员,19881115 ,2006,72,82,73
572,法学,浙江省,女,本科,汉族,共青团员,19871102 ,2006,56,59,89
573,法学（预科）,内蒙古自治区,女,本科,蒙古族,共青团员,19860709 ,2006,77,60,91
574,法学（预科）,四川省,女,本科,彝族,共青团员,19840723 ,2006,94,63,70
575,法学（预科）,新疆维吾尔自治区,女,本科,哈萨克族,共青团员,19860819 ,2006,94,91,69
